"lyric","name","album"
"deep louisianna close new orleans way back wood among evergreen stand country cabin made clay wood life young country boy named johnny b. goode never ever learned read write book well could play guitar like a-ringing bell go go go johnny go go go go johnny go go go go johnny go go go go johnny go go go aah johnny b. goode used carry guitar gunny sack sit beneath tree railroad track sitting a-playing shade drumming rhythm driver made people passing used stop say country boy play go go go johnny go go go go johnny go go go go johnny go go go go johnny go go go aah johnny b. goode well mama told someday man leader big old band many people coming mile around hear play music till sun go maybe day name light saying johnny b. goode tonight go go go johnny go go go go johnny go go go go johnny go go go go johnny go go go aah johnny b.goode","Johnny B. Goode","Live At The BBC. Disk 1"
"long distance information give memphis tennessee try find party trying get touch would leave number know placed call co uncle took message wrote wall help information get touch marie one phone memphis tennessee home south side beyond ridge half mile mississippi bridge help information add miss fun pulled apart mom would agree help get touch memphis tennessee last time saw marie waving goodbye hurry homedrops cheek trickled eye marie six year old information please help get touch memphis tennessee","Memphis, Tennessee","Live At The BBC. Disk 1"
"speech brian matthew despite fact next request come anton 32 perry road sherwood nottingham headed pool start dear wack john take john dear wack please ask tho gorgeous lad ha ha called beatles sing 'you really got hold di gu wizz also beatles especially paul ha everybody roy orbison tour regular listener 'pop go beatles good lad please tell boy girl office think fab show thank brian right stop band splendid gon sing u john really got hold mother","Dear Wack!","Live At The BBC. Disk 1"
"never knew day like today lay u got sun heart heart sun sky bright eye horizon open love ceiling feeling reeling free air forever forever forever side side whoever knew could free fancied fancy free bound love love whoever knew could free fancied fancy free bound love love love love","The Honeymoon Song","Live At The BBC. Disk 1"
"sun fading away end day june light turn moonlight way one kiss go hide tear show june light turn moonlight way wind blow golden river flow way go right wrong true love last long june light turn moonlight way hey wind blow golden river flow way go right wrong true love last long june light turn moonlight way hey way way way fade","I'll Be On My Way","Live At The BBC. Disk 1"
"running fro hard working mail never fail get mail yeah rotten deal ow much monkey business much monkey business much monkey business invite say talking tryin run creek used buy one try pay next week ow much monkey business much monkey business much monkey business invite long-haired good-looking trying get hooked marry settle get horn bull ow much monkey business much monkey business much monkey business invite mediocre money fighting hall army bunk army go army chow army cook ow much monkey business much monkey business much monkey business invite thing every day getting going school need make complaining objection overruled ow much monkey business much monkey business much monkey business invite working filling station many tire wipe window check tire check oil gas ow much monkey business much monkey business want moderation get away leave","Too Much Monkey Business","Live At The BBC. Disk 1"
"speech lee peter next number called sha la la la la la john joking lee paul la lee ah fact baby john famous james mason impersonation lee ha ha right go man -- lee thought next number called sha la la la la la fact baby paul get get john ha ha good lee okay john mickey mouse lee yes ringo ring sing song fellow john okay let go","Sha La La La La!","Live At The BBC. Disk 1"
"well got woman way cross town good ho yeah said got woman way cross town good yeah give money everytime need yes know kind friend indeed said got woman way cross town good ho yeah say love early morning ho yeah say love early morning yeah say love yeah know love tenderly said got woman way cross town good yeah ow love day night never grumble fuss treat right never runnin street leave alone know woman place right back hanging around home got woman way cross town good yeah well got woman way cross town good yeah well baby understand loving man said got woman way cross town good ho yeah well much alright well much alright got woman way cross town good ho ho yeah","I Got A Woman","Live At The BBC. Disk 1"
"da da da da da dum dum dum da da da da da dum dum dum da da da da da dum dum dum anything want anything call u send along love u","From Us To You","Live At The BBC. Disk 1"
"speech rodney burke final number john got card hand little rhyme john form third hemel hempstead rodney john say dear george john ringo paul hoping please u beauty song swinging voice leave choice think fab really cool brighten lad school dig paul whistling clarabella","A Little Rhyme","Live At The BBC. Disk 1"
"carol let steal heart away well got learn dance take night day well come machine move know jumping little joint jump shout far back highway long ride well take car along park outside little cutie take hat thank ma'am well every time gon drive find joint jammed carol let steal heart away well got learn dance take night day auw auw well want hear music like boy play hold tight tap foot let carry away let heat overcome co play loud music treat get crowd well dance know thought got eye baby co dance good let steal heart away got learn dance take night day well got learn dance take night day","Carol","Live At The BBC. Disk 1"
"saw standing corner yip yip boom yellow ribbon hair yip yip boom could stop calling well look a-there look a-there wow look a-there well look a-there young blood young blood young blood ca get mind took one look fractured yip yip boom tried walk lame yip yip boom tried talk stuttered well name name well name well name young blood ah young blood young blood ca get mind crazy stop top tried follow way home thing went bad met dad said better leave daughter alone ow well tried speak stuttered yip yip boom saw rising sun yip yip boom along heart falling one one one ah one young blood young blood yeah young blood ca get mind yeah young blood young blood yeah young blood ca get mind","Young Blood","Live At The BBC. Disk 1"
"friend long let share mine mess girl love time draw line keep hand keep hand baby ai gon tell one time keep hand keep hand baby boy get head girl mine mind lend clothes touch somethin get straight one thing touch keep hand keep hand baby ai gon tell one time keep hand keep hand baby get head girl mine ow baby keep hand keep hand baby ai gon tell one time keep hand keep hand baby get head girl mine keep hand keep hand baby mine keep hand baby better watch boy get head girl mine","Keep Your Hands Off My Baby","Live At The BBC. Disk 1"
"well alright mama alright yeah alright mama anyway alright alright alright mama anyway well mama done told poppa done told 'said son gal foolin ai gal alright alright alright mama anyway woh well leavin town baby leavin town sure wo bothered hangin 'round door alright alright yeah alright mama anyway well alright mama yeah alright alright mama anyway alright alright alright mama anyway ooh ah-hoo ya da di dididi ya da di dididi ya da di dididi need lovin alright alright mama anyway yeah alright mama anyway","That's Alright (Mama)","Live At The BBC. Disk 1"
"well got baby crazy yeah got baby wo let baby baby clarabella baby baby clarabella baby baby wo wo yeah uh well need coaching making love need star baby baby clarabella baby baby clarabella baby baby wo wo yeah uh ahh woo hoo well clarabella honey clarabella ooh yeah clarabella said baby clarabella yeah clarabella baby wo wo yeah yeh well got time dungeries already know abc baby baby clarabella baby baby clarabella baby baby wo wo yeah yeh ahh ow woo well clarabella yeah honey clarabella woo ooh baby clarabella honey clarabella yeah clarabella baby wo wo yeah heh yeah yeah","Clarabella","Live At The BBC. Disk 1"
"lay arm soldier love surrender sha la la lay arm soldier love love peacefully sha la la yeah sha la la use arm loving baby way got ta ooh ai reason declare war one love forget boy love real come battlefield lay arm soldier love love peacefully sha la la lay arm soldier love love tenderly sha la la yeah sha la la use arm hold tight baby wan fight ooh weapon using hurtin bad someday gon see love baby truest ever soldier love hard lay arm soldier love love peacefully sha la la lay arm soldier love surrender sha la la yeah sha la la use arm squeeze please co one love yeah soldier love baby lay arm yeah soldier love baby lay arm yeah yeah fade","Soldier Of Love","Live At The BBC. Disk 1"
"speech paul yes alan listen.. paul yes alan singing paul mmm alan particular idol ever copied singing style john book alan john go away john paul used sort influenced elvis old day think alan really paul yeah used love john book paul chuck berry chuck berry carl perkins eh marvin gaye thing ca really sing like know like though love john alan paul singing till","From Fluff To You","Live At The BBC. Disk 1"
"sure fall fall love sure fall love sweet near sure fall love hold tight let tonight night darling ever let go loving natural thing want rest life hold tight let tonight night darling ever let go loving natural thing want rest life","Sure To Fall (In Love With You)","Live At The BBC. Disk 1"
"well hand start a-clapping finger start a-popping foot start a-moving around start swing sway band start play real cool way sound get ca help ca sit feel like got ta move round get shot rhythm blue little rock roll side good measure get pair dancing shoe well lover side know gon lot pleasure worry thing start dance sing chill coming rhythm finally get beat get well something get shot rhythm blue little rock roll side good measure get pair dancing shoe well lover side know gon lot pleasure worry thing start dance sing chill coming rhythm finally get beat get well something get shot rhythm blue get pair dancing shoe get shot rhythm blue well lover side know gon lot pleasure worry thing start dance sing chill coming rhythm finally get beat get well something well something well something","A Shot Of Rhythm And Blues","Live At The BBC. Disk 1"
"speech ringo ringo play drum paul paul play ehm bass chhhh george george play guitar whistle john john play guitar sometimes play fool","Beatle Greetings","Live At The BBC. Disk 1"
"yeah gon sit right cry gon sit right cry ever say goodbye ever even try gon sit right cry gon love every day gon love every day ever say goodbye ever even try gon sit right cry gon tell mama tell papa know exactly gon ever say goodbye ever even try gon sit right cry yeah gon tell mama tell papa know exactly gon ever say goodbye ever even try gon sit right cry gon sit right cry gon sit right cry","I'm Gonna Sit Right Down And Cry (Over You)","Live At The BBC. Disk 1"
"never wear stitch lace powder never face always wearing jean except sunday please ever change ever change kinda like way know latest dance time make romance kiss let know tom-boy please ever change ever change promise always gon sweet love happy love blue love mad get tired lot girl seen know treat guy mean would rather die ever hurt please ever change ever change promise always gon sweet please ever change ever change please ever change ever change fade","Don't Ever Change","Live At The BBC. Disk 2"
"speech john dorsey burnette number brother johnny burnette called lonesome tear eye recorded first lp 1822 *all laugh* ha","1822!","Live At The BBC. Disk 2"
"baby baby baby blue sorrow love tomorrow suit fine baby baby baby blue sorrow love tomorrow suit fine ca forget told many promising lie must forget lonesome tear eye broken heart gon ca forget spell ca forget told many promising lie a-trying forget lonesome tear eye broken heart gon ca forget spell ca forget told many promising lie a-trying forget lonesome tear eye baby baby baby blue sorrow love tomorrow suit fine baby baby baby blue sorrow love tomorrow suit fine ca forget told many promising lie a-trying forget lonesome tear eye","Lonesome Tears In My Eyes","Live At The BBC. Disk 2"
"found love every day sure let see baby get weak knee nothing shaking leaf tree pappie told time like nothing shaking leaf tree meet gang go rocking joes cat something heel toe grab baby tried give squeeze nothing shaking leaf tree well must doggone tease nothing shaking leaf tree got way make act like fool spent money play cool begged kiss bended knee wo give loving baby please please please though keep trying hard make mine one day wind blow sun shine till time put heart ease nothing shaking leaf tree locked heart threw away key nothing shaking leaf tree yeah got way make act like fool spent money play cool begging kiss bended knee wo give loving baby please please please though keep trying hard make mine one day wind blow sun shine till time put heart ease nothing shaking leaf tree locked heart threw away key nothing shaking leaf tree nothing shaking leaf tree nothing shaking leaf tree nothing shaking leaf tree","Nothin' Shakin'","Live At The BBC. Disk 2"
"well call baby hold hand way hurt understand well say need like ocean need sand way deceive understand well know love anyone one-sided love understand well know love anyone one-sided love understand well call baby hold hand hurt understand","I Just Don't Understand","Live At The BBC. Disk 2"
"really rocking boston philadelphia pa deep heart texas frisco bay saint louis new orleans cat want dance sweet little sixteen sweet little sixteen got half million framed autograph wallet filled picture get 'em one one becomes excited watch look run boy mommy mommy please may go sight see somebody steal show daddy daddy beg well please say mommy right ow sweet little sixteen got grown-up blue tight dress lipstick blowing high healed shoe well tomorrow morning change train become sweet sixteen back class yea co really rocking boston philadelphia pa deep heart texas frisco bay saint louis new orleans cat want dance sweet little sixteen","Sweet Little Sixteen","Live At The BBC. Disk 2"
"goodness sake got hippy hippy shake got shake hippy hippy shake ca keep still hippy hippy shake get fill hippy hippy shake ooh baby hippy hippy shake well shake left shake right hippy shake shake might shake yes shake ooh baby ow hippy hippy shake aah ow ow yeah ow well shake left shake right hippy shake shake might shake yes shake ooh baby hippy hippy shake ow hippy hippy shake yea hippy hippy shake yeah","The Hippy Hippy Shake","Live At The BBC. Disk 2"
"say everyone want someone come one want say eveyone need someone come one need well wonder loneliest creature world well ugly duckling little black sheep uh huh say everyone love someone come one love well wonder loneliest creature world well ugly duckling little black sheep uh huh say everyone love someone come one love come one love come one love","So How Come (No One Loves Me)","Live At The BBC. Disk 2"
"speech brian matthew end paul yeah yeah john fade fade brian good track well stop stop stop john end brian quiet right george john fade brian hold george thank john fade silly brian well done bit john train come brian john yeah brian prove playing record see 'cause otherwise point ha ha ha john yeah 'cause sound like brian pretty cool lot fellow ringo banana catch","Have A Banana!","Live At The BBC. Disk 2"
"speech alan freeman george true connoisseur classic george rumour rumour alan rumour george hmm alan enjoy singing beethoven george singing 28 year know alan long george twenty-eight year alan incredible could manage one performance george um possibly alan go say yes george yes thank","Just A Rumour","Live At The BBC. Disk 2"
"speech rodney burke got one card subject eh one say think show great dig beatles still heard word ringo yet ringo arf arf arf arf rodney singing well sing u ringo say word ringo hello kiddy like sing song today called matchbox go rodney set fire lot okay ringo thanks much ringo et smart know rodney mind get microphone matchbox","Set Fire To That Lot!","Live At The BBC. Disk 2"
"speech rodney burke little richard number boy rather like hope liked ooh soul ooh arm flown manchester london record show ha ha well ha ha good see feller er foreign part john great george well thank ringo great yeah fine paul yeah rodney well moment way george ah playing liverpool moment never month see -- ringo good back paul yeah great rodney anybody like request right george well request everybody paul yeah rodney good suggest george er ever change one oldie","Ooh! My Arms","Live At The BBC. Disk 2"
"ai doubt must love one little kiss feel glad oo baby hot dang gilly silly glad yeah goosepimples baby co feel good call like feel glad oo mercy rock gone puppy happy glad touch sewed like electric wire never thought make love take much looking see got show yes show come honey bonnie give one time everytime well feel glad oo baby hot dang gilly silly glad yeah tried tell cooking inside cheek cheek temperature low fever high ca speak weak well come honey bonnie give one time everytime well feel glad oo baby hot dang gilly silly glad hot dang gilly silly glad well hot dang gilly silly glad","Glad All Over","Live At The BBC. Disk 2"
"speech lee peter john work cut next one take guitar neck pull harmonica face john harp harp lee harp john harp 'cause playing harp one lee playing harp john harmonica play love harp one little go orange lee go wan announcement well go go ahead right tell tell next song john er like carry chuck berry got ta find baby know pardon hello love goon show","Love These Goon Shows!","Live At The BBC. Disk 2"
"speech brian matthew next minute lap god hand beatles young day lad used actor film -- paul yes john hey listen paul changed brian actor john changed brian wonder day actor used say best bit left cutting room floor find john good bit film seen rest brian yes john rubbish brian really john even worse yes brian worst john paul brian see paul think john worst john paul ringo good good lad brian saying new charlie chaplin think right john miming paul jason john yes old one okay ring brian beginning look like -- ringo right john hear paul hear hello brian really hope hope john brought flower ring brian allowed talk ringo eh john brought flower ringo good john grape ringo like grape paul like grape george portugal brian guess guess top pop portugal brian los beatles john los beatles great great laugh brian suppose know title film portuguese john crinsk dee night brian could let hear number shall john right","Crinsk Dee Night","Live At The BBC. Disk 2"
"gon search town door door love crave ca find got find baby declare ai lie ai real good loving since woman said goodbye know hate see sun sinking west co know whole life gon one solid mess got find baby declare ai lie ai real good loving since woman said goodbye well ever since day said nervous shook got find baby declare ai lie ai real good loving since woman said goodbye well care last thing ever done life find little woman make wife got find baby declare ai lie ai real good loving since woman said goodbye","I Got To Find My Baby","Live At The BBC. Disk 2"
"ooh soul well baby baby baby baby know love true honey honey honey honey said get money love love love love ooh soul well gim gim gim gim gim gim love got baby baby baby baby know want lot love love love love ooh soul well baby baby baby baby know love true said honey honey honey honey get money love love love love ooh soul woah ah well baby baby baby baby know love true honey honey honey honey said get get money love love love love ooh soul","Ooh! My Soul","Live At The BBC. Disk 2"
"forgot remember forget ca seem get mind thought never miss found somehow think almost time well day went away made promise soon forget ever met something sure wrong co blue lonely forgot remember forget well day went away made promise soon forget ever met something sure wrong co blue lonely forgot remember forget","I Forgot To Remember To Forget","Live At The BBC. Disk 2"
"well darling night mine know mine till die mine night mine mine star always shine mine darling burnt toast morning looked eye could see national health eyeball loved like never done never done darling eye mine mine mine star mine","You'll Be Mine","Anthology 1"
"spite danger spite may anything anything want true spite heartache may cause anything anything want true look like never done keep others knocking door spite danger spite may anything anything want true yeah spite heartache may cause anything anything want true anything anything want true","In Spite Of All The Danger","Anthology 1"
"sailing along twist shout moonlight bay ooh could hear voice singing like seemed say keep bongo borken heart twist shout go away beatles gone big far hairy leg moonlight bay moonlight bay ooohhh yeah ha ha","Moonlight Bay","Anthology 1"
"ai sweet well see walking street yes ask confidentially ai sweet ai nice well look twice yes ask confidentially ai nice cast eye direction ai perfection repeat well think kind neat yes ask confidentially ai sweet ai sweet well see walking street well ask confidentially ai sweet ai nice well look twice yes ask confidentially ai nice cast eye direction ai perfection repeat well think kind neat yes ask confidentially ai sweet ai sweet well see walking street well ask confidentially ai sweet well ask confidentially ai sweet","Ain't She Sweet","Anthology 1"
"hello little girl hello little girl hello little girl see everyday say mm mm hello little girl passing way say mm mm hello little girl see passing cry mm mm hello little girl try catch eye cry mm mm hello little girl send flower care never seem see standing often wonder thinking hope love love love hope come day say mm little girl first time happened long lonely time funny funny see lose mind mind mind hope come day say mm mm little girl mm mm mm little girl mm mm mm little girl yeah little girl","Hello Little Girl","Anthology 1"
"let tell girl know baby love every morning sun come brings coffee favorite cup know yes know hallelujah love call telephone say baby alone time count one four knocking door evening sun go ai nobody else around kiss hold tight say baby everything alright know know hallelujah love hallelujah love hallelujah love chick","Hallelujah, I Love Her So","Anthology 1"
"free bird next best thing free bird home home dry like homing bird fly bird wing whatever happened life knew really live without lose touch seemed mean much always made feel free bird like next best thing free bird home home dry like homing bird fly bird wing whatever happened life knew always made feel free ah ah ah free bird next best thing free bird free bird free bird oooooo free turn nice mother","Free As A Bird","Anthology 1"
"three cool cat three cool cat coming beat car spitting lift candy bar talking sharp three cool cat three cool chick walking street swinging hip splitting bag potato chip think cool cat really flip three cool chick yeah three cool chick well came first cool cat said man look man see see well want middle chick want little chick hey man save chick hey well three cool chick three cool chick well love like angel three cool cat really fell love three cool chick made three fool three cool cat three cool cat well came first cool cat said man look man see see well want middle chick want little chick hey man save one chick yeah ah three cool chick three cool chick look like angel three cool cat really fell love three cool chick made three fool three cool cat three cool cat three cool cat three cool cat three cool cat three cool cat","Three Cool Cats","Anthology 1"
"gon find gon find well searching yeah gon searching searching every a-way yeh yeh lord searching ny good lord searching know honey searching every a-way yeh yeh yeh like northwest mountie know bring day gon find yeah ah gon find well charlie chan simon smith got nothing child sgt friday peter gunn ooo alan b matter hiding gon see coming gon walk right street like bulldog drummon yes 'cause searching well searching goodness searching every a-way yeh yeh like northwest mountie know bring day gon find gon find ah ooh ooh well charlie chan simon smith got nothing child sgt friday peter gunn ooo alan b yeah matter hiding gon see coming gon walk right street like bulldog drummon aah searching yeah searching um goodness searching every a-way yeh yeh like northwest mountie know bring day gon find yeah gon find yeah yeah lord gon find ooo gon find yeah yeah","Searchin'","Anthology 1"
"saw girl dream seems love girl dream seems love waited kiss waited bliss like dreamer yeah waiting came one dream ago know love knew first said hello know love waited kiss waited bliss like dreamer yeah waiting came one dream ago know love knew first said hello know love waited kiss waited bliss like dreamer like dreamer like dreamer","Like Dreamers Do","Anthology 1"
"lend comb time go home got go past hair mess mammie scold pappie shout unless come way went kissing fun honey thanks date must come run honey know baby getting late wait till say darling lend comb got go home whoa ow kissing fun honey thanks date must come run honey sugar getting late wait till say darling lend comb got go home","Lend Me Your Comb","Anthology 1"
"know make want shout take finger shout throw hand back shout kick heel shout come shout take easy shout take easy shout take easy shout little bit softer shout little bit softer shout little bit softer shout little bit softer shout little bit softer shout little bit softer shout little bit softer shout little bit softer shout little bit louder shout little bit louder shout little bit louder shout little bit louder shout little bit louder shout little bit louder shout little bit louder shout little bit louder shout hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey hey shout little bit louder shout jump shout shout jump shout shout jump shout shout bloody shout shout bloody shout shout bloody jump shout bloody jump shout bloody jump shout bloody shout shout bloody shout shout bloody shout shout shout shout shout shout shout shout shout shout fade","Shout","Anthology 1"
"better leave kitten alone better leave kitten alone told big fat bulldog better leave alone better leave kitten alone better leave kitten alone dog gon get leave alone well mr.dog gon hit top head child gon miss gon wish dead leave kitten alone well told big fat bulldog better leave alone alright hey hey hey hey hey hey hey hey hey well mr. dog gon hit top head girl gon miss gon wish dead leave kitten alone yeah well told big fat bulldog better leave alone yeah hey better leave better leave better leave yeah better leave better leave got leave hey hey well told big fat bulldog fade","Leave My Kitten Alone","Anthology 1"
"bonnie lie ocean bonnie lie sea bonnie lie ocean bring back bonnie bonnie lie ocean bonnie lie sea well bonnie lie ocean yeah bring back bonnie yeah bring back ah bring back bring back bonnie bring back bring back bring back bonnie well bonnie lie ocean bonnie lie sea yeah bonnie lie ocean said bring back bonnie yeah bring back ah bring back bring back bonnie bring back ah bring back bring back bonnie","My Bonnie","Anthology 1"
"wish knew knew feeling blue wish knew clue give feeling heart ooh-la-la like arrow piercing suppose think smart wo tell wish knew knew give feeling heart ooh-la-la like arrow piercing suppose think smart wo tell wish knew wish knew clue wish knew wish knew","How Do You Do It","Anthology 1"
"day say good-bye yes day make cry say gon leave die well give lovin turtle dovin hug kiss money say love baby tell maybe day well cause day make cry yes day say good-bye say gon leave know lie cause day die cupid shot dart shot heart ever part leave say told told boldly someday well cause day say good-bye yes day make cry say gon leave know lie cause day die day oooh day oooh day oooh day","That'll Be The Day","Anthology 1"
"see know say like every hour day want like need know watched walking looked alone hope wo mind walk back home want like need know call lonely keep love call lonely understand stay every day make love every way want like want know call lonely keep love call lonely understand stay every day make love every way want like need know","You Know What To Do","Anthology 1"
"well sheik araby love belongs well night asleep tent creep aha star shine light way love ah rule world sheik araby well sheik araby love belongs wow night asleep tent creep aha sun shine light way love rule world sheik araby well sheik araby well sheik araby yeah sheik araby","The Sheik Of Araby","Anthology 1"
"cha-cha-boom besame besame mucho time bring kiss hear music divine besame besame mucho love forever say always mine cha-cha-boom dearest one leave little dream take wing life would besame besame mucho ooh love forever make dream come true ooh joy something new arm holding never knew thrill ever thought holding close whispering adore yes dearest one leave little dream take wing life would besame besame mucho yeah love forever make dream come true ooh joy something new arm holding never knew thrill ever thought holding close whispering adore dearest one leave little dream take wing life would besame besame mucho love forever make dream come true ooh love ever make dream come true ooh love ever make dream come true","Besame Mucho","Anthology 1"
"together see run like pig gun see fly cry sitting cornflake waiting van come corporation tee shirt stupid bloody tuesday man naughty bo let face grow long eggman eggmen walrus goo goo g joob mister city p'liceman sitting pretty little p'licemen row see fly like lucy sky see run cry cry cry cry yellow matter custard dripping dead dog eye crabalocker fishwife pornographic priestess boy naughty girl let knickers eggman eggmen walrus goo goo g joob sitting english garden waiting sun sun come get tan standing english rain eggman eggmen walrus goo goo g joob g goo goo g joob expert texpert choking smoker think joker laugh see smile like pig sty see snied cry semolina pilchard climbing eiffel tower element'ry penguin singing hare krishna man seen kicking edgar allan poe eggman eggmen walrus goo goo g joob goo goo g joob g goo goo g joob goo goo g joob goo goo g goo g goo goo g joob joob","I Am The Walrus","Anthology 2"
"friend say love wo mean lot know love got time thing fine time say love mean lot friend say love never true know apply touch mean much got say love mean lot love deep inside love suicide ca see ca hide feel real friend say love wo mean lot know love got touch mean much got say love mean lot ca see yeah ca see yeah ca see yeah ca see yeah ca see yeah ca see yeah ca see yeah ca see yeah fade","That Means A Lot","Anthology 2"
"got trouble got le trouble say worried ca worried quite contend bad vantage cause trouble bring trouble think funny ask money thing especially standing wearing diamond ring think soft head well try someone softer instead anything funny know money bring better leave alone need thing better take home go count ring two got trouble got le trouble say worried ca worried quite contend bad vantage cause trouble bring trouble ah rock anybody better leave alone need thing better take home go count ring two got trouble got le trouble say worried ca worried quite contend bad vantage cause trouble bring trouble cause trouble bring trouble","If You've Got Trouble","Anthology 2"
"word flowing like endless rain paper cup slither pas slip away across universe pool sorrow wave joy drifting opened mind possessing caressing jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world image broken light dance like million eye call across universe thought meander like restless wind inside letter box tumble blindly make way across universe jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world sound laughter shade life ringing open ear inciting inviting limitless undying love shine around like million sun call across universe jai guru deva om nothing gon change world nothing gon change world nothing gon change world nothing gon change world jai guru deva jai guru deva jai guru deva","Across The Universe","Anthology 2"
"next song like sing shurrup kill latest record umm yea abop latest electronic noise depending side road like carry last number like thank wonderful ha ha called help 1 2 3 4 help need somebody help anybody help know need someone help younger young much younger today never need never needed anybody help way day gone day gone self assured find find changed mind opened door help feeling appreciate 'round help get foot back ground wo please please help life changed life changed many way independence independence seems vanish haze ev'ry every feel insecure know know need like never done help feeling appreciate 'round help get foot back ground wo please please help younger much younger today never needed anybody help way day gone day gone self assured find find changed mind opened door help feeling appreciate 'round help get foot back ground wo please please help help help ooh","Help!","Anthology 2"
"little plan scheme lost like forgotten dream seems really waiting like little girl boy playing little toy seems like really waiting love need alone need alone real love real yes real love real moment know exactly life go seems really waiting love need afraid need afraid real love real yes real love real thought love heart wanted seems like really waiting need alone need alone real love real real love real yes real love real real love real yes real love real real love real yes real love real real love real","Real Love","Anthology 2"
"wrote one sad night told longer mine sue sue mailman sometime mailman bring blue mailman bring blue one heartache use mailman bring blue mailman bring blue fade","Mailman, Bring Me No More Blues","Anthology 3"
"story boy named ted mother said said ted good good ted would alright told tale soldier dad made sad cried ted used tell twice good knew could co head said mummy worry mblmblmbl taking good care mama worry teddy boy teddy gon see said teddy worry mummy taking good care said teddy worry mummy teddy gon see said ta da da came day found man teddy turned ran far away yeah could stand around left town far away yeah yeah ted used tell twice good know could co head said mummy worry teddy boy taking good care mummy worry teddy boy teddy gon see said teddy worry mummy taking good care teddy worry mummy mummy gon see said mummy mummy worry teddy boy taking good care mummy worry teddy boy teddy gon see take partner dosi-do hold tight let go got jump take partner dosi-do got let go hold tight ted used tell twice good knew could co head said fade","Teddy Boy","Anthology 3"
"want come get make mind fast want anytime give better hurry 'cause may last hear say must catch walk away fool money want come get better hurry 'cause going fast want come get make mind fast want anytime give better hurry 'cause may last hear say must catch walk away fool money sonny want come get better hurry 'cause going fast better hurry 'cause going fast woo fool money sorry want come get better hurry 'cause going fast better hurry 'cause going fast better hurry 'cause going fast","Come And Get It","Anthology 3"
"look african queen eating twelve chapatti cream taste mongolian lamb coming bahran shame mary jane pain party shame mary jane shame mary jane pain party like married yetti groving cooky spagetti jumping mexican bean make body morphine shame mary jane pain party shame mary jane shame mary jane pain party catch patagonian pancake one gin party make always good contact making apple contract shame mary jane pain party shame mary jane shame mary jane pain party together shame mary jane pain party shame shame mary jane pain party shame shame shame shame mary jane pain party shame shame shame shame mary jane pain party shame shame mary jane pain party shame shame shame mary jane pain party shame mary jane mary jane pain party shame mary jane shame mary jane pain party shame mary jane shame look african queen taste mongolian lamb shame mary jane shame mary jane pain party together shame mary jane pain party shame shame mary jane pain party shame shame shame shame got taking cut","What's The New Mary Jane","Anthology 3"
"motorcar handlebar bicycle two broken hearted jubilee parachute army boot sleeping bag two nah nah nah nah jamboree buy buy motorcar handlebar bicycle two broken hearted jubilee parachute army boot sleeping bag nah nah nah jamboree buy buy shop window say sign yard buy buy say sign shop window say junk yard","Junk","Anthology 3"
"sunrise last morning cloudburst last day seems love left warning always going grey thing must pas thing must pas away sunset last evening mind blow cloud away love must leaving always grey thing must pas thing must pas away thing must pas none life string last must way face another day darkness stay nighttime morning fade away daylight good arriving right time always going grey thing must pas thing must pas away thing must pas thing must pas away","All Things Must Pass","Anthology 3"
"supposed giggle solo yeah ok gon knock boy find time trouble mother mary come speaking word wisdom let hour darkness standing right front speaking word wisdom let let let let let whisper word wisdom let broken-hearted people living world agree answer let though may parted still chance see answer let let let let let whisper word wisdom let yeah let let let let answer let yeah yeah let let let let whisper word wisdom let yeah find time trouble mother mary come speaking word wisdom let hour darkness standing right front speaking word wisdom let yeah let let let let whisper word wisdom let let let let let whisper word wisdom let yeah let let think rather grand take one home ok let track bounder cheat","Let It Be","Anthology 3"
"care spent dough night gon gon rock gon shake gon roll 'em ball tonight rattle roll said shake rattle roll well never done nothing save doggone soul well get kitchen shake pot pan said get kitchen shake pot pan said soul devil frying pan well said shake rattle roll said shake rattle roll said shake rattle roll said shake rattle roll well never done nothing save doggone soul knock slap face slander name place anything want honey lay shoe step blue suede shoe well anything lay blue suede shoe ah go burn house steal car drink liquor old fruit jar anything want ah ah honey lay shoe step blue suede shoe please well anything lay blue suede shoe ah go hit carl well blue blue blue suede shoe yeah blue blue blue suede shoe babe blue blue blue suede shoe yeah brown brown brown suede boot well anything lay blue suede shoe","Medley: Rip It Up / Shake, Rattle And Roll / Blue Suede Shoes","Anthology 3"
"guilty getting way try steal day guilty nodding rest trying steal vest end trying smart want get really sorry aging head like heard said guilty though signing writ trying bit expect take hoard want get really sorry underfed like heard said guilty guilty looking like freak making friend every sikh guilty leading astray road masalay wo upset apple cart want get really sorry mislead like heard said guilty","Not Guilty","Anthology 3"
"jo jo man thought loner knew could last jo jo left home tucson arizona california grass get back get back get back belonged get back get back get back belonged get back jo jo yeah get back get back get back belonged get back woh get back get back belonged get back jo yeah get back sweet loretta martin thought woman another man girl around say got coming get get back get back get back belonged get back get back get back belonged get back loretta get back home come come come back home mommy waiting wearing high-heel shoe low-neck sweater get back loretta yeah get back get back get back belonged get back yeah get back get back belonged whoo yeah get back","Get Back","Anthology 3"
